         12652241 function calls (12197605 primitive calls) in 142.911 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1006    0.008    0.000    0.219    0.000 Image.py:710(tobytes)
     3508    0.211    0.000    0.211    0.000 {method 'sum' of 'torch._C._TensorBase' objects}
      434    0.210    0.000    0.210    0.000 {built-in method torch.allclose}
      982    0.004    0.000    0.210    0.000 _geometric.py:1340(estimate)
      310    0.053    0.000    0.209    0.001 functional.py:4598(normalize)
       24    0.000    0.000    0.209    0.009 codegen.py:967(_finalize_specific)
5547/5330    0.007    0.000    0.208    0.000 _jit_internal.py:413(fn)
       31    0.000    0.000    0.207    0.007 connection.py:493(Client)
       12    0.000    0.000    0.204    0.017 ResNet.py:49(_make_layer)
       12    0.000    0.000    0.202    0.017 resnet.py:225(_make_layer)
       24    0.000    0.000    0.197    0.008 codegen.py:586(_optimize_final_module)
       48    0.000    0.000    0.197    0.004 passmanagers.py:203(run)
      982    0.039    0.000    0.196    0.000 _geometric.py:91(_umeyama)
       50    0.000    0.000    0.194    0.004 codegen.py:1030(wrapper)
       24    0.000    0.000    0.193    0.008 executionengine.py:87(finalize_object)
      155    0.000    0.000    0.193    0.001 activation.py:771(forward)
      155    0.000    0.000    0.193    0.001 functional.py:1619(leaky_relu)
      155    0.193    0.001    0.193    0.001 {built-in method torch._C._nn.leaky_relu_}
      434    0.001    0.000    0.192    0.000 meshes.py:513(isempty)
      155    0.001    0.000    0.191    0.001 functional.py:4078(grid_sample)
      155    0.190    0.001    0.190    0.001 {built-in method torch.grid_sampler}
        4    0.000    0.000    0.188    0.047 _api.py:62(get_state_dict)
     3012    0.087    0.000    0.182    0.000 net_s3fd.py:14(forward)
       48    0.000    0.000    0.181    0.004 ResNet.py:87(__init__)
        3    0.000    0.000    0.180    0.060 dataloader.py:1431(_shutdown_workers)
       48    0.000    0.000    0.179    0.004 resnet.py:117(__init__)
