         410628875 function calls (409984089 primitive calls) in 620.612 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      927    0.008    0.000    0.166    0.000 std.py:1198(update)
        1    0.000    0.000    0.166    0.166 linalg.py:523(dot_2)
        1    0.000    0.000    0.166    0.166 linalg.py:480(dot_2_mv)
     1873    0.157    0.000    0.165    0.000 serialization.py:994(load_tensor)
      986    0.011    0.000    0.164    0.000 format.py:569(_read_array_header)
     3928    0.007    0.000    0.162    0.000 format.py:172(get_writer)
      259    0.001    0.000    0.157    0.001 selectors.py:402(select)
      254    0.002    0.000    0.157    0.001 connection.py:917(wait)
      259    0.156    0.001    0.156    0.001 {method 'poll' of 'select.poll' objects}
        5    0.000    0.000    0.156    0.031 serialization.py:733(_legacy_load)
      932    0.004    0.000    0.154    0.000 std.py:1325(refresh)
      170    0.153    0.001    0.153    0.001 {method '_set_from_file' of 'torch._C.StorageBase' objects}
     7948    0.003    0.000    0.150    0.000 request.py:436(firstbytes)
     3974    0.008    0.000    0.147    0.000 request.py:445(_read_first_bytes)
      246    0.002    0.000    0.147    0.001 resource_sharer.py:82(get_connection)
      264    0.002    0.000    0.147    0.001 postproc.py:68(run)
      159    0.000    0.000    0.145    0.001 init.py:415(kaiming_normal_)
      937    0.003    0.000    0.144    0.000 std.py:1464(display)
     3928    0.007    0.000    0.143    0.000 pillow.py:320(_open)
      277    0.000    0.000    0.142    0.001 module.py:233(__repr__)
     1004    0.008    0.000    0.142    0.000 sfd_detector.py:34(_filter_bboxes)
     2512    0.004    0.000    0.142    0.000 context.py:197(_call_incref_decref)
      277    0.000    0.000    0.141    0.001 module.py:207(_get_body_lines)
      277    0.000    0.000    0.140    0.001 module.py:212(<listcomp>)
      246    0.001    0.000    0.139    0.001 connection.py:493(Client)
