         833757494 function calls (832735788 primitive calls) in 1465.949 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
14007/8211    0.058    0.000    6.003    0.001 container.py:137(forward)
     1449    0.003    0.000    5.885    0.004 DecaEncoder.py:59(forward)
     6762    5.402    0.001    5.826    0.001 utils.py:117(list_to_packed)
     1449    0.002    0.000    5.755    0.004 DecaEncoder.py:50(forward_features)
     1449    0.022    0.000    5.747    0.004 ResNet.py:66(forward)
     3860    5.508    0.001    5.508    0.001 {imwrite}
    23184    0.304    0.000    5.293    0.000 ResNet.py:100(forward)
  1790878    1.205    0.000    5.276    0.000 PngImagePlugin.py:888(load_read)
     9650    0.121    0.000    5.115    0.001 exposure.py:777(is_low_contrast)
   796588    0.237    0.000    4.998    0.000 <__array_function__ internals>:177(concatenate)
   775119    4.226    0.000    4.910    0.000 bbox.py:53(decode)
     5546    4.428    0.001    4.428    0.001 {method 'flip' of 'torch._C._TensorBase' objects}
      483    0.009    0.000    4.348    0.009 DECA.py:370(_encode_flame)
    16884    0.055    0.000    4.246    0.000 format.py:333(get_data)
      483    0.050    0.000    4.223    0.009 Renderer.py:217(forward)
      483    0.003    0.000    4.194    0.009 DECA.py:3204(_encode_flame)
    32078    0.059    0.000    4.051    0.000 Image.py:2675(frombuffer)
    16884    0.056    0.000    4.020    0.000 pillow.py:300(_get_data)
   150551    4.010    0.000    4.010    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    3.970    3.970 load.py:159(load_model)
    16884    0.052    0.000    3.939    0.000 pillow.py:167(_get_data)
        1    0.001    0.001    3.916    3.916 load.py:32(load_deca)
        1    0.000    0.000    3.915    3.915 saving.py:52(load_from_checkpoint)
    28218    0.068    0.000    3.911    0.000 Image.py:2637(frombytes)
    16884    0.051    0.000    3.862    0.000 pillow.py:698(pil_get_frame)
     5790    0.036    0.000    3.741    0.001 _warps.py:692(_clip_warp_output)
    50181    0.047    0.000    3.440    0.000 fromnumeric.py:51(_wrapfunc)
     3860    0.022    0.000    3.346    0.001 Image.py:1439(paste)
     3860    3.306    0.001    3.306    0.001 {method 'paste' of 'ImagingCore' objects}
    13510    0.024    0.000    3.210    0.000 <__array_function__ internals>:177(clip)
     1933    0.033    0.000    3.181    0.002 npyio.py:272(load)
     3381    2.149    0.001    3.177    0.001 meshes.py:215(__init__)
    13510    0.029    0.000    3.145    0.000 fromnumeric.py:2083(clip)
     9650    0.019    0.000    3.144    0.000 <__array_function__ internals>:177(percentile)
     9650    0.080    0.000    3.110    0.000 function_base.py:3861(percentile)
    13510    0.023    0.000    3.088    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.000    0.000    3.085    3.085 saving.py:156(_load_model_state)
    13510    0.057    0.000    3.066    0.000 _methods.py:125(_clip)
     3860    1.041    0.000    3.063    0.001 DecaUtils.py:613(tensor2image)
     1934    0.015    0.000    3.019    0.002 format.py:698(read_array)
        1    0.000    0.000    2.995    2.995 DECA.py:72(__init__)
        1    0.000    0.000    2.994    2.994 DECA.py:2728(__init__)
     9650    0.017    0.000    2.990    0.000 function_base.py:4375(_quantile_unchecked)
     9650    0.025    0.000    2.974    0.000 function_base.py:3651(_ureduce)
     9650    0.021    0.000    2.947    0.000 function_base.py:4527(_quantile_ureduce_func)
   799721    2.911    0.000    2.911    0.000 {method 'copy' of 'numpy.ndarray' objects}
     3860    0.006    0.000    2.867    0.001 <__array_function__ internals>:177(dstack)
     3860    0.016    0.000    2.838    0.001 shape_base.py:663(dstack)
     1930    0.045    0.000    2.819    0.001 utils.py:185(get_preds_fromhm)
1957/1949    2.737    0.001    2.764    0.001 {built-in method _pickle.load}
    13510    2.753    0.000    2.753    0.000 _methods.py:106(_clip_dep_invoke_with_casting)
     5546    0.055    0.000    2.729    0.000 sfd_detector.py:34(_filter_bboxes)
      483    0.002    0.000    2.706    0.006 DECA.py:3028(_encode_flame)
     9650    0.158    0.000    2.694    0.000 function_base.py:4595(_quantile)
     5546    2.683    0.000    2.683    0.000 {cvtColor}
     5546    2.448    0.000    2.638    0.000 bbox.py:5(nms)
     7720    0.041    0.000    2.604    0.000 io.py:15(torch_img_to_np)
  1857947    1.029    0.000    2.457    0.000 PngImagePlugin.py:151(read)
    28218    0.059    0.000    2.382    0.000 Image.py:778(frombytes)
     9650    0.051    0.000    2.369    0.000 pillow.py:795(ndarray_to_pil)
   353048    2.214    0.000    2.214    0.000 {method 'astype' of 'numpy.ndarray' objects}
        4    0.000    0.000    2.191    0.548 _utils.py:130(wrapper)
        4    0.000    0.000    2.191    0.548 _utils.py:171(inner_wrapper)
        9    0.001    0.000    2.161    0.240 serialization.py:607(load)
  5581804    2.115    0.000    2.115    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    2.065    2.065 dispatcher.py:340(_compile_for_args)
     38/1    0.000    0.000    2.055    2.055 dispatcher.py:864(compile)
     12/1    0.000    0.000    2.055    2.055 dispatcher.py:78(compile)
     12/1    0.000    0.000    2.055    2.055 dispatcher.py:85(_compile_cached)
     12/1    0.000    0.000    2.055    2.055 dispatcher.py:100(_compile_core)
     12/1    0.000    0.000    2.055    2.055 compiler.py:580(compile_extra)
     24/1    0.000    0.000    1.953    1.953 compiler.py:347(compile_extra)
     24/1    0.000    0.000    1.952    1.952 compiler.py:410(_compile_bytecode)
     24/1    0.000    0.000    1.952    1.952 compiler.py:370(_compile_core)
     24/1    0.001    0.000    1.952    1.952 compiler_machinery.py:316(run)
   528/22    0.001    0.000    1.952    0.089 compiler_lock.py:32(_acquire_compile_lock)
   528/22    0.003    0.000    1.951    0.089 compiler_machinery.py:257(_runPass)
  1584/66    0.001    0.000    1.951    0.030 compiler_machinery.py:261(check)
    26532    0.140    0.000    1.847    0.000 pathlib.py:1173(resolve)
     9650    0.021    0.000    1.799    0.000 utils.py:388(fixed_func)
     9650    0.556    0.000    1.777    0.000 colorconv.py:834(rgb2gray)
     9650    0.035    0.000    1.745    0.000 functions.py:189(get_writer)
      483    0.456    0.001    1.738    0.004 DecaUtils.py:719(tensor_vis_landmarks)
     7720    0.411    0.000    1.735    0.000 lightning_logging.py:7(_fix_image)
    11582    0.052    0.000    1.717    0.000 std.py:1160(__iter__)
     7720    1.711    0.000    1.711    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
     9650    1.670    0.000    1.670    0.000 {method 'partition' of 'numpy.ndarray' objects}
        2    0.000    0.000    1.666    0.833 FaceDetector.py:77(__init__)
        2    0.001    0.000    1.666    0.833 api.py:52(__init__)
    62977    1.658    0.000    1.658    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    1.644    1.644 DECA.py:2777(_reinitialize)
    16884    0.597    0.000    1.638    0.000 format.py:672(search_read_format)
     5790    0.021    0.000    1.599    0.000 ImageDatasetHelpers.py:61(point2transform)
    24/12    0.000    0.000    1.590    0.132 typed_passes.py:451(run_pass)
    24/12    0.001    0.000    1.587    0.132 typed_passes.py:360(run_pass)
     5790    0.036    0.000    1.527    0.000 _geometric.py:1552(estimate_transform)
    32078    0.072    0.000    1.480    0.000 Image.py:2598(new)
     6762    1.466    0.000    1.466    0.000 {built-in method torch.allclose}
    15440    1.291    0.000    1.443    0.000 dtype.py:179(_convert)
     5790    0.027    0.000    1.401    0.000 _geometric.py:1340(estimate)
        1    0.000    0.000    1.394    1.394 DECA.py:3163(_create_model)
        1    0.000    0.000    1.351    1.351 DECA.py:3195(_reconfigure)
        1    0.000    0.000    1.351    1.351 DECA.py:2749(_reconfigure)
     5546    0.010    0.000    1.347    0.000 FaceDataModuleBase.py:110(_instantiate_detector)
        2    0.000    0.000    1.343    0.672 DECA.py:2786(_init_deep_losses)
        1    0.000    0.000    1.342    1.342 DecaLosses.py:462(__init__)
        1    0.002    0.002    1.342    1.342 DecaLosses.py:423(__init__)
        6    0.000    0.000    1.340    0.223 hub.py:663(load_state_dict_from_url)
        1    0.000    0.000    1.340    1.340 vgg.py:438(vgg19)
        1    0.001    0.001    1.340    1.340 vgg.py:98(_vgg)
     5790    0.271    0.000    1.313    0.000 _geometric.py:91(_umeyama)
   1500/5    0.011    0.000    1.311    0.262 module.py:577(_apply)
