         12683407 function calls (12228754 primitive calls) in 122.235 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    17/12    0.000    0.000    0.422    0.035 base.py:880(compile_internal)
       70    0.000    0.000    0.420    0.006 selectors.py:402(select)
       70    0.420    0.006    0.420    0.006 {method 'poll' of 'select.poll' objects}
       12    0.000    0.000    0.417    0.035 cpu.py:197(get_executable)
       24    0.000    0.000    0.416    0.017 codegen.py:946(get_pointer_to_function)
       63    0.000    0.000    0.415    0.007 connection.py:917(wait)
     12/9    0.000    0.000    0.410    0.046 compiler.py:673(compile_internal)
        2    0.000    0.000    0.393    0.197 dataloader.py:1117(_reset)
       95    0.000    0.000    0.393    0.004 dataloader.py:1378(_try_put_index)
       94    0.000    0.000    0.393    0.004 queues.py:80(put)
       32    0.001    0.000    0.391    0.012 queues.py:158(_start_thread)
       34    0.000    0.000    0.390    0.011 threading.py:834(start)
       34    0.000    0.000    0.387    0.011 threading.py:540(wait)
       34    0.000    0.000    0.387    0.011 threading.py:270(wait)
    52410    0.018    0.000    0.371    0.000 <__array_function__ internals>:177(concatenate)
     1006    0.001    0.000    0.370    0.000 format.py:241(__exit__)
      993    0.367    0.000    0.369    0.000 {built-in method posix.mkdir}
     2012    0.003    0.000    0.369    0.000 format.py:252(close)
     1006    0.003    0.000    0.363    0.000 request.py:380(finish)
    50415    0.307    0.000    0.360    0.000 bbox.py:53(decode)
     1020    0.360    0.000    0.360    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.001    0.000    0.356    0.119 resnet.py:167(__init__)
      988    0.001    0.000    0.356    0.000 pathlib.py:1193(stat)
      987    0.002    0.000    0.355    0.000 pathlib.py:1417(is_dir)
     1006    0.004    0.000    0.355    0.000 format.py:333(get_data)
        3    0.001    0.000    0.347    0.116 ResNet.py:26(__init__)
       13    0.000    0.000    0.346    0.027 linear.py:90(__init__)
       13    0.000    0.000    0.345    0.027 linear.py:103(reset_parameters)
    66776    0.345    0.000    0.345    0.000 {circle}
      982    0.057    0.000    0.342    0.000 utils.py:108(crop)
     1006    0.004    0.000    0.339    0.000 pillow.py:300(_get_data)
       31    0.000    0.000    0.339    0.011 connection.py:253(poll)
       31    0.000    0.000    0.339    0.011 connection.py:423(_poll)
        9    0.001    0.000    0.335    0.037 serialization.py:607(load)
     1006    0.004    0.000    0.334    0.000 pillow.py:167(_get_data)
     1006    0.004    0.000    0.329    0.000 pillow.py:698(pil_get_frame)
    28/24    0.000    0.000    0.326    0.014 functions.py:379(get_call_type)
        2    0.000    0.000    0.326    0.163 templates.py:1020(generic)
        3    0.000    0.000    0.326    0.109 templates.py:971(_get_signature)
        1    0.000    0.000    0.315    0.315 FaceVideoDataModule.py:3290(setup)
        1    0.000    0.000    0.315    0.315 ImageTestDataset_copy.py:38(__init__)
        1    0.000    0.000    0.307    0.307 vgg.py:36(__init__)
      318    0.290    0.001    0.290    0.001 {method 'normal_' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.284    0.142 _serialization.py:87(load)
      217    0.145    0.001    0.278    0.001 meshes.py:215(__init__)
       35    0.000    0.000    0.265    0.008 codegen.py:654(add_ir_module)
      982    0.002    0.000    0.264    0.000 {method 'min' of 'numpy.ndarray' objects}
     2947    0.004    0.000    0.263    0.000 fromnumeric.py:51(_wrapfunc)
      982    0.001    0.000    0.262    0.000 _methods.py:42(_amin)
     1964    0.002    0.000    0.251    0.000 {method 'max' of 'numpy.ndarray' objects}
      982    0.003    0.000    0.251    0.000 ImageDatasetHelpers.py:61(point2transform)
     1964    0.001    0.000    0.248    0.000 _methods.py:38(_amax)
       24    0.000    0.000    0.248    0.010 codegen.py:720(_finalize_final_module)
     1667    0.244    0.000    0.244    0.000 {method 'float' of 'torch._C._TensorBase' objects}
      982    0.006    0.000    0.243    0.000 _geometric.py:1552(estimate_transform)
    23726    0.019    0.000    0.241    0.000 functional.py:1446(relu)
     1006    0.004    0.000    0.238    0.000 Image.py:679(__array_interface__)
        2    0.235    0.118    0.235    0.118 {built-in method torch.import_ir_module}
     1006    0.009    0.000    0.231    0.000 Image.py:710(tobytes)
     1103    0.231    0.000    0.231    0.000 {method 'cuda' of 'torch._C._TensorBase' objects}
        6    0.000    0.000    0.228    0.038 hub.py:663(load_state_dict_from_url)
        8    0.000    0.000    0.225    0.028 module.py:1534(load_state_dict)
   1259/8    0.003    0.000    0.225    0.028 module.py:1572(load)
      982    0.004    0.000    0.224    0.000 _geometric.py:1340(estimate)
      264    0.002    0.000    0.220    0.001 postproc.py:68(run)
     1259    0.073    0.000    0.219    0.000 module.py:1440(_load_from_state_dict)
       31    0.000    0.000    0.218    0.007 <__array_function__ internals>:177(stack)
       31    0.000    0.000    0.218    0.007 shape_base.py:357(stack)
    23633    0.215    0.000    0.215    0.000 {built-in method torch.relu_}
     3012    0.104    0.000    0.214    0.000 net_s3fd.py:14(forward)
       24    0.000    0.000    0.211    0.009 codegen.py:967(_finalize_specific)
        1    0.001    0.001    0.210    0.210 DECA.py:2817(_setup_renderer)
      982    0.042    0.000    0.209    0.000 _geometric.py:91(_umeyama)
        1    0.000    0.000    0.205    0.205 Renderer.py:175(__init__)
       24    0.000    0.000    0.201    0.008 codegen.py:586(_optimize_final_module)
       48    0.000    0.000    0.201    0.004 passmanagers.py:203(run)
        3    0.000    0.000    0.200    0.067 arrayobj.py:1735(array_ravel)
       50    0.000    0.000    0.196    0.004 codegen.py:1030(wrapper)
       24    0.000    0.000    0.195    0.008 executionengine.py:87(finalize_object)
       12    0.000    0.000    0.195    0.016 ResNet.py:49(_make_layer)
       12    0.000    0.000    0.193    0.016 resnet.py:225(_make_layer)
        4    0.000    0.000    0.190    0.048 _api.py:62(get_state_dict)
     1816    0.189    0.000    0.189    0.000 {built-in method torch.zeros}
        9    0.005    0.001    0.184    0.020 {method 'load' of '_pickle.Unpickler' objects}
        4    0.000    0.000    0.182    0.046 serialization.py:989(_load)
      217    0.001    0.000    0.181    0.001 meshes.py:522(verts_list)
       48    0.000    0.000    0.173    0.004 ResNet.py:87(__init__)
       48    0.000    0.000    0.171    0.004 resnet.py:117(__init__)
      982    0.170    0.000    0.170    0.000 utils.py:206(_get_preds_fromhm)
     1873    0.002    0.000    0.169    0.000 serialization.py:1004(persistent_load)
     5115    0.012    0.000    0.168    0.000 batchnorm.py:134(forward)
        5    0.000    0.000    0.168    0.034 arrayobj.py:1631(array_reshape)
    14182    0.167    0.000    0.167    0.000 {built-in method torch.full}
     1873    0.158    0.000    0.166    0.000 serialization.py:994(load_tensor)
      434    0.017    0.000    0.165    0.000 utils.py:80(padded_to_list)
        3    0.000    0.000    0.164    0.055 arrayobj.py:1696(array_reshape_vararg)
   142388    0.155    0.000    0.155    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.155    0.155 DECA.py:347(cuda)
        1    0.000    0.000    0.155    0.155 device_dtype_mixin.py:111(cuda)
        1    0.000    0.000    0.154    0.154 module.py:672(cuda)
      103    0.151    0.001    0.151    0.001 {built-in method posix.pipe}
        5    0.000    0.000    0.151    0.030 serialization.py:733(_legacy_load)
    19084    0.151    0.000    0.151    0.000 {method 'encode' of 'ImagingEncoder' objects}
      170    0.148    0.001    0.148    0.001 {method '_set_from_file' of 'torch._C.StorageBase' objects}
     1072    0.000    0.000    0.147    0.000 module.py:689(<lambda>)
      434    0.147    0.000    0.147    0.000 {method 'unbind' of 'torch._C._TensorBase' objects}
     5115    0.007    0.000    0.146    0.000 functional.py:2407(batch_norm)
      277    0.000    0.000    0.144    0.001 module.py:233(__repr__)
     1004    0.009    0.000    0.144    0.000 sfd_detector.py:34(_filter_bboxes)
      159    0.000    0.000    0.144    0.001 init.py:415(kaiming_normal_)
145682/70173    0.043    0.000    0.144    0.000 {method 'format' of 'str' objects}
     1964    0.069    0.000    0.144    0.000 utils.py:72(transform)
      277    0.000    0.000    0.143    0.001 module.py:207(_get_body_lines)
      277    0.000    0.000    0.142    0.001 module.py:212(<listcomp>)
      982    0.002    0.000    0.139    0.000 <__array_function__ internals>:177(clip)
      277    0.000    0.000    0.137    0.000 values.py:668(__str__)
       31    0.001    0.000    0.137    0.004 {built-in method _pickle.loads}
     5115    0.137    0.000    0.137    0.000 {built-in method torch.batch_norm}
      277    0.000    0.000    0.137    0.000 values.py:661(descr)
       48    0.002    0.000    0.135    0.003 registry.py:54(apply)
       31    0.000    0.000    0.135    0.004 reductions.py:296(rebuild_storage_fd)
      982    0.003    0.000    0.135    0.000 <__array_function__ internals>:177(argmax)
        1    0.114    0.114    0.135    0.135 DecaUtils.py:147(generate_triangles)
       31    0.000    0.000    0.134    0.004 resource_sharer.py:55(detach)
      982    0.002    0.000    0.133    0.000 fromnumeric.py:2083(clip)
     1004    0.119    0.000    0.132    0.000 bbox.py:5(nms)
        1    0.000    0.000    0.131    0.131 FaceVideoDataModule.py:3166(__init__)
        1    0.000    0.000    0.131    0.131 FaceVideoDataModule.py:70(__init__)
        1    0.000    0.000    0.131    0.131 FaceDataModuleBase.py:59(__init__)
        8    0.000    0.000    0.131    0.016 __init__.py:77(is_available)
