         18469628 function calls (17697675 primitive calls) in 179.841 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      245    0.006    0.000    0.955    0.004 DecaDecoder.py:60(forward)
2131/2066    0.008    0.000    0.926    0.000 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
       77    0.001    0.000    0.902    0.012 codegen.py:723(add_ir_module)
     1006    0.022    0.000    0.880    0.001 pillow.py:71(__init__)
        1    0.000    0.000    0.880    0.880 vgg.py:36(__init__)
      245    0.171    0.001    0.862    0.004 DecaFLAME.py:108(_find_dynamic_lmk_idx_and_bcoords)
     1004    0.829    0.001    0.846    0.001 net_blazeface.py:347(_decode_boxes)
     5478    0.006    0.000    0.841    0.000 dictconfig.py:341(__getattr__)
     5508    0.034    0.000    0.837    0.000 dictconfig.py:438(_get_impl)
      650    0.011    0.000    0.831    0.001 std.py:1198(update)
      490    0.418    0.001    0.831    0.002 lbs.py:279(batch_rodrigues)
        9    0.001    0.000    0.821    0.091 serialization.py:607(load)
      654    0.004    0.000    0.816    0.001 std.py:1325(refresh)
        3    0.001    0.000    0.808    0.269 ResNet.py:26(__init__)
      658    0.003    0.000    0.807    0.001 std.py:1464(display)
        3    0.001    0.000    0.806    0.269 resnet.py:167(__init__)
        2    0.000    0.000    0.785    0.393 _serialization.py:87(load)
        1    0.000    0.000    0.753    0.753 linalg.py:547(_dot2_codegen)
        1    0.000    0.000    0.753    0.753 linalg.py:482(dot_2_mv)
      318    0.676    0.002    0.676    0.002 {method 'normal_' of 'torch._C._TensorBase' objects}
     3430    0.673    0.000    0.673    0.000 {built-in method torch.allclose}
        2    0.658    0.329    0.658    0.329 {built-in method torch.import_ir_module}
      658    0.003    0.000    0.656    0.001 std.py:457(print_status)
      245    0.342    0.001    0.635    0.003 lbs.py:326(batch_rigid_transform)
  524/278    0.001    0.000    0.630    0.002 base.py:261(refresh)
      978    0.113    0.000    0.621    0.001 utils.py:108(crop)
       46    0.001    0.000    0.614    0.013 compiler.py:413(__init__)
      658    0.002    0.000    0.614    0.001 std.py:451(fp_write)
     1324    0.001    0.000    0.611    0.000 utils.py:194(inner)
      735    0.002    0.000    0.610    0.001 DecaEncoder.py:53(forward_features_to_output)
      674    0.609    0.001    0.609    0.001 {method 'write' of '_io.TextIOWrapper' objects}
     2938    0.005    0.000    0.593    0.000 <__array_function__ internals>:177(amin)
     2938    0.008    0.000    0.582    0.000 fromnumeric.py:2829(amin)
1640733/1598675    0.394    0.000    0.567    0.000 {built-in method builtins.isinstance}
      524    0.010    0.000    0.562    0.001 cpu.py:60(load_additional_registries)
     2938    0.004    0.000    0.562    0.000 <__array_function__ internals>:177(amax)
        6    0.000    0.000    0.555    0.093 hub.py:663(load_state_dict_from_url)
     2938    0.005    0.000    0.553    0.000 fromnumeric.py:2703(amax)
        4    0.000    0.000    0.547    0.137 _api.py:62(get_state_dict)
     1303    0.004    0.000    0.538    0.000 pprint.py:55(pformat)
      735    0.134    0.000    0.536    0.001 lbs.py:103(vertices2landmarks)
     2935    0.007    0.000    0.535    0.000 fromnumeric.py:51(_wrapfunc)
43642/43433    0.041    0.000    0.533    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
     1303    0.003    0.000    0.531    0.000 pprint.py:151(pformat)
     1271    0.010    0.000    0.525    0.000 queues.py:80(put)
30400/1303    0.044    0.000    0.525    0.000 pprint.py:163(_format)
        1    0.001    0.001    0.524    0.524 DECA.py:2817(_setup_renderer)
      245    0.002    0.000    0.522    0.002 DECA.py:3213(decompose_code)
        1    0.000    0.000    0.517    0.517 Renderer.py:175(__init__)
        2    0.000    0.000    0.499    0.249 dataloader.py:431(__iter__)
        2    0.000    0.000    0.499    0.249 dataloader.py:385(_get_iterator)
        2    0.001    0.000    0.499    0.249 dataloader.py:1037(__init__)
      978    0.004    0.000    0.496    0.001 ImageDatasetHelpers.py:61(point2transform)
   157987    0.216    0.000    0.482    0.000 PngImagePlugin.py:160(read)
      978    0.010    0.000    0.482    0.000 _geometric.py:1624(estimate_transform)
   114/52    0.001    0.000    0.480    0.009 <frozen importlib._bootstrap>:650(_load_unlocked)
   113/52    0.000    0.000    0.478    0.009 <frozen importlib._bootstrap_external>:837(exec_module)
   180/54    0.000    0.000    0.477    0.009 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
    69/46    0.000    0.000    0.461    0.010 {built-in method builtins.__import__}
        9    0.012    0.001    0.459    0.051 {method 'load' of '_pickle.Unpickler' objects}
   241/55    0.004    0.000    0.457    0.008 {built-in method builtins.exec}
       12    0.000    0.000    0.456    0.038 ResNet.py:49(_make_layer)
        4    0.000    0.000    0.453    0.113 serialization.py:989(_load)
   474177    0.451    0.000    0.451    0.000 {method 'read' of '_io.BufferedReader' objects}
      978    0.007    0.000    0.447    0.000 _geometric.py:1399(estimate)
      152    0.002    0.000    0.444    0.003 arrayobj.py:96(shape)
     1280    0.007    0.000    0.443    0.000 threading.py:341(notify)
     2130    0.026    0.000    0.441    0.000 <frozen importlib._bootstrap>:890(_find_spec)
       39    0.000    0.000    0.440    0.011 imputils.py:148(res)
2450/1225    0.012    0.000    0.435    0.000 functional.py:192(einsum)
     4151    0.009    0.000    0.435    0.000 <__array_function__ internals>:177(concatenate)
      796    0.434    0.001    0.434    0.001 {method 'release' of '_thread.lock' objects}
      796    0.005    0.000    0.431    0.001 module.py:45(add_metadata)
       12    0.000    0.000    0.430    0.036 resnet.py:225(_make_layer)
        1    0.000    0.000    0.428    0.428 FaceVideoDataModule.py:3290(setup)
        1    0.000    0.000    0.428    0.428 ImageTestDataset_copy.py:38(__init__)
     1873    0.004    0.000    0.426    0.000 serialization.py:1004(persistent_load)
     1715    0.120    0.000    0.425    0.000 {built-in method apply}
    66504    0.425    0.000    0.425    0.000 {circle}
     5507    0.088    0.000    0.424    0.000 basecontainer.py:86(_resolve_with_default)
      978    0.086    0.000    0.422    0.000 _geometric.py:93(_umeyama)
      235    0.001    0.000    0.420    0.002 module.py:233(__repr__)
     1873    0.401    0.000    0.418    0.000 serialization.py:994(load_tensor)
        3    0.000    0.000    0.418    0.139 arrayobj.py:2225(array_ravel)
      235    0.001    0.000    0.414    0.002 module.py:207(_get_body_lines)
      978    0.411    0.000    0.414    0.000 utils.py:206(_get_preds_fromhm)
      290    0.001    0.000    0.414    0.001 arrayobj.py:54(mark_positive)
        4    0.000    0.000    0.413    0.103 arrayobj.py:1874(array_T)
      290    0.001    0.000    0.413    0.001 arrayobj.py:43(set_range_metadata)
      235    0.002    0.000    0.413    0.002 module.py:212(<listcomp>)
7177/5462    0.054    0.000    0.412    0.000 _jit_internal.py:413(fn)
      978    0.002    0.000    0.409    0.000 <__array_function__ internals>:177(clip)
152859/76732    0.133    0.000    0.408    0.000 {method 'format' of 'str' objects}
      796    0.403    0.001    0.404    0.001 module.py:21(_fix_metadata_operands)
       48    0.001    0.000    0.404    0.008 ResNet.py:87(__init__)
   261131    0.404    0.000    0.404    0.000 {built-in method torch._C._get_tracing_state}
      414    0.007    0.000    0.403    0.001 postproc.py:71(run)
      978    0.003    0.000    0.401    0.000 fromnumeric.py:2111(clip)
      712    0.001    0.000    0.397    0.001 values.py:1013(__str__)
    12798    0.380    0.000    0.396    0.000 {built-in method numpy.array}
      978    0.002    0.000    0.395    0.000 {method 'clip' of 'numpy.ndarray' objects}
      712    0.001    0.000    0.395    0.001 values.py:1006(descr)
      978    0.006    0.000    0.393    0.000 _methods.py:127(_clip)
     1225    0.392    0.000    0.392    0.000 {built-in method torch.einsum}
    17393    0.382    0.000    0.382    0.000 {method 'view' of 'torch._C._TensorBase' objects}
       48    0.001    0.000    0.382    0.008 resnet.py:117(__init__)
     2130    0.003    0.000    0.381    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
     2130    0.032    0.000    0.377    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
    15999    0.374    0.000    0.374    0.000 {built-in method torch.cat}
      245    0.050    0.000    0.370    0.002 DECA.py:3031(decompose_code)
      994    0.006    0.000    0.365    0.000 extending.py:129(decorate)
        5    0.000    0.000    0.365    0.073 serialization.py:733(_legacy_load)
      978    0.365    0.000    0.365    0.000 _methods.py:108(_clip_dep_invoke_with_casting)
     1317    0.363    0.000    0.363    0.000 {method 'cuda' of 'torch._C._TensorBase' objects}
    19606    0.361    0.000    0.362    0.000 {built-in method posix.stat}
    16040    0.361    0.000    0.361    0.000 {built-in method torch.nn.functional.pad}
5509/5508    0.008    0.000    0.360    0.000 basecontainer.py:64(_get_child)
       85    0.001    0.000    0.358    0.004 values.py:999(descr_body)
     1846    0.004    0.000    0.357    0.000 values.py:1172(descr)
      188    0.357    0.002    0.357    0.002 {method '_set_from_file' of 'torch._C.StorageBase' objects}
     3747    0.084    0.000    0.355    0.000 pooling.py:161(forward)
83853/35066    0.052    0.000    0.354    0.000 _utils.py:44(__str__)
     1522    0.329    0.000    0.354    0.000 abc.py:84(__new__)
     3916    0.352    0.000    0.352    0.000 {built-in method torch.matmul}
     1846    0.007    0.000    0.349    0.000 values.py:1174(<listcomp>)
      994    0.005    0.000    0.347    0.000 templates.py:880(make_overload_template)
     2012    0.019    0.000    0.343    0.000 Image.py:3375(open)
     1004    0.114    0.000    0.340    0.000 net_blazeface.py:377(_weighted_non_max_suppression)
      307    0.001    0.000    0.340    0.001 extending.py:157(wrap)
      307    0.000    0.000    0.339    0.001 extending.py:140(register_jitable)
        1    0.000    0.000    0.334    0.334 generator_methods.py:1(<module>)
    58979    0.048    0.000    0.333    0.000 pprint.py:403(_repr)
    49044    0.062    0.000    0.332    0.000 event.py:209(broadcast)
      159    0.001    0.000    0.331    0.002 init.py:415(kaiming_normal_)
        1    0.000    0.000    0.331    0.331 distributions.py:1(<module>)
     1257    0.005    0.000    0.330    0.000 pprint.py:189(_pprint_dict)
       28    0.000    0.000    0.329    0.012 lowering.py:301(create_cfunc_wrapper)
       28    0.001    0.000    0.329    0.012 cpu.py:193(create_cfunc_wrapper)
        1    0.000    0.000    0.328    0.328 obj_io.py:76(load_obj)
        1    0.001    0.001    0.328    0.328 obj_io.py:547(_load_obj)
    16233    0.116    0.000    0.326    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
       77    0.000    0.000    0.324    0.004 codegen.py:732(add_llvm_module)
6142/6140    0.013    0.000    0.323    0.000 dictconfig.py:455(_get_node)
    19084    0.320    0.000    0.320    0.000 {method 'encode' of 'ImagingEncoder' objects}
    13984    0.319    0.000    0.319    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
        3    0.000    0.000    0.317    0.106 array_exprs.py:354(_lower_array_expr)
3088/1937    0.009    0.000    0.314    0.000 functools.py:947(__get__)
      983    0.003    0.000    0.313    0.000 pathlib.py:1417(is_dir)
     1715    0.004    0.000    0.312    0.000 linear.py:113(forward)
        1    0.030    0.030    0.311    0.311 obj_io.py:419(_parse_obj)
      984    0.001    0.000    0.310    0.000 pathlib.py:1193(stat)
    23832    0.051    0.000    0.306    0.000 values.py:544(_to_string)
     1715    0.008    0.000    0.305    0.000 rasterize_meshes.py:288(forward)
       77    0.006    0.000    0.302    0.004 codegen.py:651(_optimize_functions)
     2012    0.012    0.000    0.298    0.000 Image.py:3448(_open_core)
     1715    0.295    0.000    0.295    0.000 {built-in method pytorch3d._C.rasterize_meshes}
        2    0.000    0.000    0.291    0.145 dataloader.py:1509(__del__)
64266/64263    0.023    0.000    0.282    0.000 {built-in method builtins.iter}
89730/86148    0.040    0.000    0.281    0.000 {built-in method builtins.next}
        8    0.000    0.000    0.280    0.035 module.py:1534(load_state_dict)
   1373/8    0.004    0.000    0.280    0.035 module.py:1572(load)
        5    0.000    0.000    0.277    0.055 arrayobj.py:2074(array_reshape)
