         16247050 function calls (15615716 primitive calls) in 246.871 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.001    0.000    0.474    0.010 resnet.py:117(__init__)
      978    0.094    0.000    0.470    0.000 _geometric.py:93(_umeyama)
        1    0.000    0.000    0.467    0.467 FaceVideoDataModule.py:3290(setup)
        1    0.000    0.000    0.467    0.467 ImageTestDataset_copy.py:38(__init__)
       48    0.001    0.000    0.466    0.010 ResNet.py:87(__init__)
       46    0.001    0.000    0.460    0.010 compiler.py:413(__init__)
     2130    0.028    0.000    0.441    0.000 <frozen importlib._bootstrap>:890(_find_spec)
       16    0.000    0.000    0.439    0.027 connection.py:253(poll)
       16    0.000    0.000    0.439    0.027 connection.py:423(_poll)
        1    0.000    0.000    0.424    0.424 omegaconf.py:184(load)
     2337    0.422    0.000    0.422    0.000 {method 'float' of 'torch._C._TensorBase' objects}
        3    0.000    0.000    0.413    0.138 dataloader.py:1431(_shutdown_workers)
      978    0.003    0.000    0.412    0.000 <__array_function__ internals>:177(clip)
      235    0.001    0.000    0.411    0.002 module.py:233(__repr__)
        8    0.000    0.000    0.411    0.051 process.py:142(join)
        8    0.000    0.000    0.411    0.051 popen_fork.py:40(wait)
        3    0.000    0.000    0.410    0.137 arrayobj.py:2225(array_ravel)
      524    0.010    0.000    0.409    0.001 cpu.py:60(load_additional_registries)
      235    0.001    0.000    0.405    0.002 module.py:207(_get_body_lines)
      978    0.004    0.000    0.404    0.000 fromnumeric.py:2111(clip)
      235    0.002    0.000    0.403    0.002 module.py:212(<listcomp>)
      978    0.003    0.000    0.397    0.000 {method 'clip' of 'numpy.ndarray' objects}
      978    0.007    0.000    0.394    0.000 _methods.py:127(_clip)
152342/76215    0.123    0.000    0.393    0.000 {method 'format' of 'str' objects}
      978    0.389    0.000    0.393    0.000 utils.py:206(_get_preds_fromhm)
      414    0.007    0.000    0.389    0.001 postproc.py:71(run)
      712    0.001    0.000    0.388    0.001 values.py:1013(__str__)
      712    0.001    0.000    0.386    0.001 values.py:1006(descr)
      159    0.001    0.000    0.378    0.002 init.py:415(kaiming_normal_)
     2130    0.004    0.000    0.377    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
     2130    0.031    0.000    0.373    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
    15124    0.370    0.000    0.370    0.000 {built-in method torch.nn.functional.pad}
        1    0.000    0.000    0.362    0.362 __init__.py:74(load)
        1    0.000    0.000    0.362    0.362 constructor.py:47(get_single_data)
      978    0.361    0.000    0.361    0.000 _methods.py:108(_clip_dep_invoke_with_casting)
       16    0.001    0.000    0.359    0.022 DecaDecoder.py:60(forward)
     2012    0.020    0.000    0.359    0.000 Image.py:3375(open)
        1    0.000    0.000    0.358    0.358 composer.py:29(get_single_node)
        1    0.000    0.000    0.358    0.358 composer.py:50(compose_document)
    628/1    0.002    0.000    0.358    0.358 composer.py:63(compose_node)
     46/1    0.001    0.000    0.358    0.358 composer.py:117(compose_mapping_node)
        1    0.001    0.001    0.358    0.358 DECA.py:2817(_setup_renderer)
    19084    0.354    0.000    0.354    0.000 {method 'encode' of 'ImagingEncoder' objects}
     1004    0.116    0.000    0.353    0.000 net_blazeface.py:377(_weighted_non_max_suppression)
     1813    0.001    0.000    0.352    0.000 parser.py:94(check_event)
       85    0.001    0.000    0.351    0.004 values.py:999(descr_body)
        1    0.000    0.000    0.351    0.351 Renderer.py:175(__init__)
     1846    0.003    0.000    0.350    0.000 values.py:1172(descr)
83853/35066    0.049    0.000    0.347    0.000 _utils.py:44(__str__)
     1846    0.007    0.000    0.342    0.000 values.py:1174(<listcomp>)
     4602    0.004    0.000    0.341    0.000 scanner.py:113(check_token)
57625/57622    0.011    0.000    0.336    0.000 {built-in method builtins.iter}
      978    0.003    0.000    0.334    0.000 <__array_function__ internals>:177(dstack)
        1    0.000    0.000    0.333    0.333 cloud_io.py:25(load)
        3    0.000    0.000    0.332    0.111 array_exprs.py:354(_lower_array_expr)
      898    0.003    0.000    0.329    0.000 scanner.py:156(fetch_more_tokens)
    49044    0.059    0.000    0.326    0.000 event.py:209(broadcast)
   180/54    0.000    0.000    0.326    0.006 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        1    0.000    0.000    0.325    0.325 asyncio.py:23(__init__)
   114/52    0.001    0.000    0.325    0.006 <frozen importlib._bootstrap>:650(_load_unlocked)
    16233    0.115    0.000    0.324    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
      978    0.007    0.000    0.323    0.000 shape_base.py:663(dstack)
   113/52    0.000    0.000    0.322    0.006 <frozen importlib._bootstrap_external>:837(exec_module)
      324    0.001    0.000    0.320    0.001 parser.py:427(parse_block_mapping_key)
1531834/1490005    0.223    0.000    0.318    0.000 {built-in method builtins.isinstance}
      544    0.001    0.000    0.318    0.001 scanner.py:668(fetch_plain)
      544    0.303    0.001    0.316    0.001 scanner.py:1270(scan_plain)
       77    0.000    0.000    0.316    0.004 codegen.py:732(add_llvm_module)
       16    0.003    0.000    0.311    0.019 Renderer.py:217(forward)
     2012    0.014    0.000    0.310    0.000 Image.py:3448(_open_core)
    69/46    0.000    0.000    0.309    0.007 {built-in method builtins.__import__}
     1257    0.004    0.000    0.309    0.000 pprint.py:189(_pprint_dict)
   241/55    0.005    0.000    0.307    0.006 {built-in method builtins.exec}
    58979    0.038    0.000    0.307    0.000 pprint.py:403(_repr)
3088/1937    0.009    0.000    0.306    0.000 functools.py:947(__get__)
    23832    0.051    0.000    0.301    0.000 values.py:544(_to_string)
        8    0.001    0.000    0.297    0.037 module.py:1534(load_state_dict)
   1373/8    0.004    0.000    0.296    0.037 module.py:1572(load)
       77    0.006    0.000    0.294    0.004 codegen.py:651(_optimize_functions)
     1373    0.107    0.000    0.289    0.000 module.py:1440(_load_from_state_dict)
     2012    0.014    0.000    0.287    0.000 ImageFile.py:109(__init__)
89199/85617    0.040    0.000    0.276    0.000 {built-in method builtins.next}
     1088    0.271    0.000    0.271    0.000 {method 'cuda' of 'torch._C._TensorBase' objects}
        5    0.000    0.000    0.269    0.054 arrayobj.py:2074(array_reshape)
    21444    0.022    0.000    0.269    0.000 ffi.py:76(__exit__)
      978    0.025    0.000    0.268    0.000 utils.py:433(safe_as_int)
      108    0.000    0.000    0.265    0.002 resnet.py:54(conv1x1)
     2012    0.043    0.000    0.264    0.000 PngImagePlugin.py:729(_open)
    58979    0.022    0.000    0.260    0.000 pprint.py:412(format)
   139502    0.104    0.000    0.259    0.000 event.py:243(notify)
    24522    0.032    0.000    0.258    0.000 event.py:404(end_event)
        3    0.000    0.000    0.255    0.085 arrayobj.py:2139(array_reshape_vararg)
