         16235904 function calls (15604546 primitive calls) in 193.677 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   241/55    0.005    0.000    0.369    0.007 {built-in method builtins.exec}
      981    0.004    0.000    0.363    0.000 pathlib.py:1281(mkdir)
      290    0.001    0.000    0.363    0.001 arrayobj.py:54(mark_positive)
      290    0.001    0.000    0.363    0.001 arrayobj.py:43(set_range_metadata)
        4    0.000    0.000    0.362    0.091 arrayobj.py:1874(array_T)
      796    0.352    0.000    0.353    0.000 module.py:21(_fix_metadata_operands)
       85    0.001    0.000    0.349    0.004 values.py:999(descr_body)
     2012    0.018    0.000    0.349    0.000 Image.py:3375(open)
     1846    0.004    0.000    0.348    0.000 values.py:1172(descr)
83853/35066    0.049    0.000    0.347    0.000 _utils.py:44(__str__)
      452    0.007    0.000    0.347    0.001 std.py:1198(update)
     1004    0.114    0.000    0.344    0.000 net_blazeface.py:377(_weighted_non_max_suppression)
        1    0.000    0.000    0.342    0.342 FaceVideoDataModule.py:3290(setup)
        1    0.000    0.000    0.342    0.342 ImageTestDataset_copy.py:38(__init__)
     1846    0.007    0.000    0.340    0.000 values.py:1174(<listcomp>)
    16233    0.118    0.000    0.339    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
      456    0.002    0.000    0.337    0.001 std.py:1325(refresh)
      460    0.003    0.000    0.335    0.001 std.py:1464(display)
    49044    0.066    0.000    0.335    0.000 event.py:209(broadcast)
      159    0.001    0.000    0.335    0.002 init.py:415(kaiming_normal_)
        1    0.000    0.000    0.333    0.333 obj_io.py:76(load_obj)
        1    0.001    0.001    0.333    0.333 obj_io.py:547(_load_obj)
    19084    0.331    0.000    0.331    0.000 {method 'encode' of 'ImagingEncoder' objects}
1532173/1490344    0.237    0.000    0.330    0.000 {built-in method builtins.isinstance}
        3    0.000    0.000    0.328    0.109 array_exprs.py:354(_lower_array_expr)
       28    0.000    0.000    0.325    0.012 lowering.py:301(create_cfunc_wrapper)
       28    0.001    0.000    0.324    0.012 cpu.py:193(create_cfunc_wrapper)
        5    0.000    0.000    0.324    0.065 serialization.py:733(_legacy_load)
    15124    0.320    0.000    0.320    0.000 {built-in method torch.nn.functional.pad}
       77    0.000    0.000    0.319    0.004 codegen.py:732(add_llvm_module)
    58979    0.040    0.000    0.318    0.000 pprint.py:403(_repr)
      188    0.316    0.002    0.316    0.002 {method '_set_from_file' of 'torch._C.StorageBase' objects}
        1    0.032    0.032    0.316    0.316 obj_io.py:419(_parse_obj)
     1257    0.004    0.000    0.316    0.000 pprint.py:189(_pprint_dict)
     8213    0.027    0.000    0.314    0.000 pathlib.py:658(_parse_args)
3088/1937    0.009    0.000    0.314    0.000 functools.py:947(__get__)
     2012    0.012    0.000    0.306    0.000 Image.py:3448(_open_core)
      224    0.305    0.001    0.305    0.001 {built-in method torch.allclose}
    19468    0.020    0.000    0.301    0.000 activation.py:97(forward)
    23832    0.050    0.000    0.299    0.000 values.py:544(_to_string)
       77    0.006    0.000    0.297    0.004 codegen.py:651(_optimize_functions)
        5    0.000    0.000    0.294    0.059 arrayobj.py:2074(array_reshape)
        8    0.000    0.000    0.286    0.036 module.py:1534(load_state_dict)
   1373/8    0.004    0.000    0.285    0.036 module.py:1572(load)
     2012    0.013    0.000    0.285    0.000 ImageFile.py:109(__init__)
      994    0.003    0.000    0.282    0.000 extending.py:129(decorate)
        3    0.000    0.000    0.281    0.094 arrayobj.py:2139(array_reshape_vararg)
    19468    0.026    0.000    0.281    0.000 functional.py:1446(relu)
     8215    0.111    0.000    0.280    0.000 pathlib.py:64(parse_parts)
     1373    0.109    0.000    0.279    0.000 module.py:1440(_load_from_state_dict)
89464/85882    0.041    0.000    0.277    0.000 {built-in method builtins.next}
     1522    0.249    0.000    0.274    0.000 abc.py:84(__new__)
    21444    0.022    0.000    0.273    0.000 ffi.py:76(__exit__)
    58979    0.023    0.000    0.269    0.000 pprint.py:412(format)
      994    0.005    0.000    0.267    0.000 templates.py:880(make_overload_template)
57625/57622    0.012    0.000    0.264    0.000 {built-in method builtins.iter}
     2012    0.041    0.000    0.263    0.000 PngImagePlugin.py:729(_open)
    24522    0.031    0.000    0.262    0.000 event.py:404(end_event)
   139502    0.105    0.000    0.261    0.000 event.py:243(notify)
179761/31662    0.182    0.000    0.260    0.000 ir.py:317(_rec_list_vars)
      307    0.001    0.000    0.259    0.001 extending.py:157(wrap)
      307    0.000    0.000    0.259    0.001 extending.py:140(register_jitable)
     9976    0.234    0.000    0.257    0.000 obj_io.py:348(_parse_face)
   152675    0.254    0.000    0.255    0.000 module.py:1194(__getattr__)
        1    0.000    0.000    0.254    0.254 generator_methods.py:1(<module>)
        1    0.000    0.000    0.253    0.253 asyncio.py:23(__init__)
      978    0.022    0.000    0.252    0.000 utils.py:433(safe_as_int)
        1    0.000    0.000    0.250    0.250 distributions.py:1(<module>)
      978    0.002    0.000    0.249    0.000 <__array_function__ internals>:177(dstack)
    92/90    0.007    0.000    0.249    0.003 registry.py:54(apply)
    21444    0.015    0.000    0.248    0.000 base.py:1246(exit_fn)
     3015    0.007    0.000    0.247    0.000 pathlib.py:933(__truediv__)
115021/58979    0.093    0.000    0.246    0.000 pprint.py:502(_safe_repr)
     1257    0.046    0.000    0.246    0.000 pprint.py:345(_format_dict_items)
     3188    0.011    0.000    0.243    0.000 pathlib.py:712(_make_child)
      991    0.237    0.000    0.242    0.000 {built-in method posix.mkdir}
      978    0.005    0.000    0.241    0.000 shape_base.py:663(dstack)
   141810    0.238    0.000    0.238    0.000 {method 'astype' of 'numpy.ndarray' objects}
    58680    0.234    0.000    0.234    0.000 {line}
    25895    0.012    0.000    0.231    0.000 ir.py:350(list_vars)
      134    0.000    0.000    0.226    0.002 codegen.py:719(add_linking_library)
    46/45    0.001    0.000    0.226    0.005 typed_passes.py:224(run_pass)
        1    0.000    0.000    0.224    0.224 cloud_io.py:25(load)
    19420    0.220    0.000    0.220    0.000 {built-in method torch.relu_}
        1    0.000    0.000    0.218    0.218 FaceVideoDataModule.py:3166(__init__)
        1    0.000    0.000    0.218    0.218 FaceVideoDataModule.py:70(__init__)
        1    0.000    0.000    0.218    0.218 FaceDataModuleBase.py:59(__init__)
       36    0.000    0.000    0.218    0.006 __init__.py:77(is_available)
       62    0.218    0.004    0.218    0.004 {built-in method torch._C._cuda_getDeviceCount}
      108    0.000    0.000    0.218    0.002 resnet.py:54(conv1x1)
    21444    0.020    0.000    0.216    0.000 ffi.py:70(__enter__)
     1378    0.210    0.000    0.210    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
      978    0.013    0.000    0.209    0.000 utils.py:1526(assert_allclose)
      460    0.037    0.000    0.209    0.000 analysis.py:23(compute_use_defs)
